"","EMTP","EMSECSM","WAPRSM3","WASCSM3","RACETHM","EMST_TOGA","SEX_2023","DGRDG","HDADV","HDCAR","HDCHG","HDEM","HDGRD","HDINT","HDOT","HDSKL","NDGMENG","NDGMEMG","HDCRN21C","EDDAD","EDMOM","N2DGRMED","FACADV","FACBEN","FACCHAL","FACIND","FACLOC","FACRESP","FACSAL","FACSEC","FACSOC","N3OCPRNG","N2OCPRMG","Years_To_First_Job","AGE","WKSWK","HRSWK","SALARY"
"6601","10","3","6","4","1","97","F","2","L","L","L","L","L","L","L","L","57","5","M","3","2","577410","1","2","2","2","1","2","1","2","4","64","6","4",27,52,40,125000
"6602","10","3","6","7","4","97","F","1","L","L","L","L","L","L","L","L","43","4","18","3","2","438940","2","2","2","1","1","2","1","1","1","75","7","0",31,52,40,46000
"6603","11","3","1","3","1","97","M","2","Y","Y","N","N","N","Y","N","Y","52","5","22","3","3","527250","1","1","2","1","1","2","1","1","2","64","6","3",25,52,38,70000
"6604","10","3","1","1","1","98","F","2","L","L","L","L","L","L","L","L","42","4","L","1","1","429270","1","1","1","1","3","1","1","1","1","64","6","7",28,52,40,110000
"6605","10","3","5","1","3","97","F","1","L","L","L","L","L","L","L","L","61","6","18","3","3","617890","1","1","1","1","1","1","1","1","1","61","6","1",31,52,37,55000
"6606","10","3","3","3","5","97","F","1","L","L","L","L","L","L","L","L","76","7","L","3","3","769950","1","1","1","1","1","1","1","1","1","71","7","5",35,52,40,150000
"6607","10","3","3","1","5","97","M","1","L","L","L","L","L","L","L","L","71","7","18","4","4","716570","1","1","1","1","1","1","1","1","2","61","6","0",34,52,35,102000
"6608","10","3","1","5","5","97","M","3","N","Y","Y","N","N","N","N","N","51","5","15","4","7","517210","2","2","2","1","1","2","1","2","1","51","5","10",33,52,40,128800
"6609","11","3","2","3","5","97","F","2","Y","Y","N","N","Y","Y","N","Y","72","7","15","4","4","727130","2","2","1","1","1","1","2","2","1","75","7","10",32,44,20,18480
"6610","13","3","1","4","1","85","F","3","L","L","L","L","L","L","L","L","54","5","15","4","4","547280","1","2","1","2","2","1","2","1","1","11","1","7",30,52,40,150000
"6611","13","3","3","6","5","97","M","1","L","L","L","L","L","L","L","L","52","5","15","4","4","527250","1","1","1","2","2","1","1","1","1","64","6","4",26,52,40,80000
"6612","03","1","6","1","4","97","F","2","L","L","L","L","L","L","L","L","43","4","15","4","5","438940","1","1","1","1","1","1","2","1","1","43","4","6",30,52,40,30000
"6613","11","3","3","3","5","97","F","1","L","L","L","L","L","L","L","L","12","1","15","3","5","128420","1","1","1","1","2","1","1","1","2","65","6","2",30,52,45,210000
"6614","10","3","3","3","5","97","M","1","L","L","L","L","L","L","L","L","33","3","15","3","5","338780","1","1","1","2","1","1","1","1","1","33","3","1",30,52,43,94000
"6615","11","3","6","1","4","97","F","2","Y","N","N","Y","N","N","N","Y","43","4","18","3","4","438910","1","1","1","1","1","1","1","1","1","78","7","4",29,52,40,80000
"6616","10","3","3","3","5","98","F","3","Y","Y","Y","N","N","Y","N","Y","71","7","18","4","3","716530","1","1","1","1","1","1","1","1","1","71","7","6",30,52,45,75000
"6617","10","3","5","3","5","98","F","1","L","L","L","L","L","L","L","L","53","5","15","5","4","537230","2","2","1","2","3","2","1","1","2","56","5","0",29,52,42,91686
"6618","10","3","1","1","1","98","F","1","L","L","L","L","L","L","L","L","12","1","16","5","4","128420","2","1","2","2","2","2","1","1","2","11","1","0",26,52,40,60000
"6619","10","3","4","1","5","98","M","1","L","L","L","L","L","L","L","L","11","1","15","3","4","116730","1","1","1","2","1","2","1","1","2","64","6","2",25,52,40,175000
"6620","10","3","3","1","5","166","M","2","L","L","L","L","L","L","L","L","12","1","15","4","3","128450","2","1","1","1","2","2","1","1","2","57","5","8",32,52,45,195000
"6621","10","3","4","3","5","98","M","2","L","L","L","L","L","L","L","L","11","1","15","5","4","116730","1","1","1","2","1","2","1","2","2","11","1","4",27,52,40,120000
"6622","10","3","6","7","5","98","M","2","L","L","L","L","L","L","L","L","53","5","15","5","4","537260","2","1","2","2","1","2","1","1","2","53","5","2",28,52,40,90000
"6623","10","3","3","7","3","98","F","2","L","L","L","L","L","L","L","L","71","7","18","5","5","716530","2","1","2","1","1","2","1","1","2","72","7","8",33,52,50,95000
"6624","15","2","6","3","5","98","M","2","L","L","L","L","L","L","L","L","43","4","17","1","1","438910","2","1","2","2","1","2","1","1","2","43","4","4",33,52,40,70000
"6625","10","3","5","3","5","87","M","1","L","L","L","L","L","L","L","L","56","5","16","2","5","567350","2","1","1","1","2","1","1","1","1","54","5","5",31,52,47,90000
"6626","10","3","3","5","5","87","M","1","L","L","L","L","L","L","L","L","52","5","15","4","4","527250","1","1","1","1","1","1","1","1","1","76","7","0",29,52,60,89000
"6627","13","3","4","5","5","97","F","1","L","L","L","L","L","L","L","L","52","5","15","4","4","527250","3","1","3","1","1","1","1","1","3","57","5","3",25,52,40,82100
"6628","10","3","6","3","5","87","M","4","L","L","L","L","L","L","L","L","76","7","16","3","4","768100","2","1","2","2","1","2","2","1","2","78","7","3",30,52,60,160000
"6629","11","3","3","6","1","98","M","2","L","L","L","L","L","L","L","L","71","7","15","1","1","716530","1","1","1","1","1","1","1","1","1","72","7","6",31,52,40,105734
"6630","03","1","2","1","1","87","M","2","L","L","L","L","L","L","L","L","31","3","15","4","3","318730","1","1","2","1","1","2","1","1","2","31","3","0",26,52,50,30000
"6631","10","3","4","3","4","91","M","2","L","L","L","L","L","L","L","L","54","5","15","6","4","547270","2","1","3","1","2","2","1","2","2","11","1","9",32,52,50,150000
"6632","03","1","1","2","5","87","M","1","L","L","L","L","L","L","L","L","56","5","15","5","7","567350","1","1","1","1","1","1","1","1","1","74","7","4",26,52,40,27000
"6633","10","3","5","3","5","87","M","2","L","L","L","L","L","L","L","L","71","7","15","3","3","716530","1","1","1","1","2","2","1","1","2","11","1","4",30,52,40,99000
"6634","10","3","6","3","5","87","M","1","L","L","L","L","L","L","L","L","56","5","16","1","1","567350","3","2","2","2","3","2","2","2","2","56","5","1",29,52,45,90000
"6635","10","3","3","3","5","98","F","2","Y","Y","N","N","N","N","N","N","71","7","16","3","4","716590","1","1","1","1","2","1","1","1","1","78","7","4",29,52,50,60000
"6636","15","2","6","7","4","91","F","1","L","L","L","L","L","L","L","L","22","2","18","3","3","226340","2","1","1","1","2","2","1","1","1","64","6","1",26,52,40,80000
"6637","15","2","3","3","5","91","F","1","L","L","L","L","L","L","L","L","44","4","18","4","3","449290","1","1","2","1","1","1","1","1","2","78","7","4",33,52,45,46640
"6638","15","2","6","1","7","91","F","2","Y","Y","Y","N","Y","N","N","Y","61","6","M","3","4","617870","1","2","2","1","2","2","2","2","1","61","6","3",29,52,45,105000
"6639","10","3","6","4","5","92","F","3","Y","Y","N","N","N","Y","N","Y","33","3","15","4","4","338780","2","1","1","1","2","2","1","2","2","12","1","9",34,52,40,100000
"6640","10","3","1","1","1","93","M","1","L","L","L","L","L","L","L","L","52","5","15","4","3","527250","1","1","2","2","1","2","1","1","2","64","6","0",27,52,35,64000
"6641","10","3","5","7","5","93","M","1","L","L","L","L","L","L","L","L","53","5","16","4","2","537260","2","1","2","2","1","4","1","1","3","53","5","5",30,52,40,78500
"6642","01","1","2","7","4","93","M","1","L","L","L","L","L","L","L","L","53","5","L","4","4","537260","1","2","1","2","1","3","1","1","2","63","6","4",29,52,40,43632
"6643","10","3","4","7","5","97","M","1","L","L","L","L","L","L","L","L","11","1","17","4","4","116730","3","3","2","2","3","2","1","3","2","11","1","4",26,52,50,72000
"6644","14","2","3","3","5","97","M","2","L","L","L","L","L","L","L","L","71","7","18","4","3","716590","2","1","3","1","1","2","1","1","3","71","7","2",33,52,40,122000
"6645","13","3","1","4","5","97","F","1","L","L","L","L","L","L","L","L","12","1","18","2","3","128420","1","1","2","2","2","2","1","1","3","12","1","0",27,52,40,59500
"6646","11","3","3","1","5","97","M","1","L","L","L","L","L","L","L","L","54","5","18","8","8","547280","4","1","1","1","2","1","2","1","2","54","5","1",26,52,40,86000
"6647","10","3","3","1","3","97","M","2","L","L","L","L","L","L","L","L","11","1","20","2","3","116760","1","1","2","1","1","2","1","1","2","11","1","2",29,52,40,57000
"6648","10","3","4","1","3","98","F","1","L","L","L","L","L","L","L","L","11","1","20","2","5","116710","1","1","2","1","1","2","1","1","2","11","1","4",26,52,40,115000
"6649","17","2","3","6","5","97","F","1","L","L","L","L","L","L","L","L","23","2","18","4","4","236800","1","2","1","1","1","1","2","1","1","22","2","0",32,52,40,52296
"6650","01","1","2","7","5","97","F","2","L","L","L","L","L","L","L","L","72","7","18","3","3","727130","2","1","2","2","1","2","1","2","3","63","6","1",30,40,38,50000
"6651","13","3","1","6","7","97","F","1","L","L","L","L","L","L","L","L","22","2","16","5","3","226320","1","1","1","1","1","1","1","1","1","22","2","5",32,52,40,113000
"6652","10","3","1","5","5","97","M","1","L","L","L","L","L","L","L","L","51","5","15","4","5","517210","2","1","2","2","2","2","2","1","2","56","5","3",26,52,45,88000
"6653","10","3","3","3","5","97","M","1","L","L","L","L","L","L","L","L","61","6","16","2","2","617900","2","1","2","1","1","2","1","1","1","78","7","1",30,52,40,163000
"6654","10","3","5","7","5","97","M","1","L","L","L","L","L","L","L","L","53","5","M","5","3","537260","1","2","2","2","1","2","1","1","3","53","5","4",26,52,45,87069
"6655","05","1","1","4","4","98","M","3","Y","N","Y","Y","N","Y","N","Y","12","1","M","2","3","128440","1","1","1","1","2","3","1","1","2","18","1","8",30,40,40,105000
"6656","15","2","4","7","5","97","M","1","L","L","L","L","L","L","L","L","11","1","M","4","3","116760","2","2","2","2","2","2","2","2","2","11","1","3",30,52,37,80000
"6657","10","3","5","1","5","97","F","2","L","L","L","L","L","L","L","L","52","5","15","1","1","527250","1","1","1","1","1","1","1","1","1","52","5","8",33,52,40,125000
"6658","10","3","1","5","7","98","M","1","L","L","L","L","L","L","L","L","22","2","16","4","3","226420","2","1","2","3","1","2","1","1","1","22","2","3",28,52,40,60000
"6659","13","3","3","6","5","98","F","1","L","L","L","L","L","L","L","L","61","6","19","4","1","617900","2","2","3","2","1","3","1","1","2","72","7","5",29,52,40,105000
"6660","14","2","4","7","1","97","M","1","L","L","L","L","L","L","L","L","11","1","M","3","3","116710","1","1","2","1","1","2","1","1","4","11","1","1",28,52,40,75000
"6661","10","3","3","1","5","97","M","2","L","L","L","L","L","L","L","L","54","5","15","4","3","547270","1","1","3","1","3","2","1","1","2","57","5","4",31,52,40,120000
"6662","10","3","1","5","5","97","M","2","L","L","L","L","L","L","L","L","51","5","M","4","2","517210","2","1","1","1","2","2","2","2","1","56","5","9",31,52,40,99000
"6663","03","1","1","6","1","97","F","1","L","L","L","L","L","L","L","L","33","3","L","5","5","338780","1","1","3","3","1","1","1","1","3","33","3","0",25,52,50,35370
"6664","10","3","3","3","4","97","M","2","Y","N","Y","N","N","N","N","N","71","7","15","4","7","716530","1","1","1","1","1","2","1","1","2","72","7","9",32,52,40,147000
"6665","04","1","1","3","5","97","F","3","L","L","L","L","L","L","L","L","22","2","15","4","4","226310","3","2","1","2","2","1","2","1","1","22","2","6",32,52,45,57177
"6666","10","3","1","1","5","97","F","3","N","Y","N","N","N","N","N","N","44","4","15","3","3","449210","1","1","3","1","2","3","1","1","2","45","4","8",31,52,40,92700
"6667","11","3","6","2","3","97","M","2","L","L","L","L","L","L","L","L","61","6","15","3","3","617900","1","1","1","2","2","2","1","1","1","75","7","9",32,52,33,105000
"6668","10","3","5","7","1","97","F","2","L","L","L","L","L","L","L","L","53","5","15","7","4","537260","2","1","3","3","1","3","1","2","1","53","5","1",29,52,40,94000
"6669","10","3","4","5","1","97","M","2","Y","N","N","N","N","N","N","Y","63","6","15","5","8","636720","2","1","4","2","2","2","1","1","2","11","1","1",31,52,40,87000
"6670","10","3","1","5","5","85","F","1","L","L","L","L","L","L","L","L","57","5","16","2","5","577240","2","1","2","2","1","2","1","2","1","57","5","0",30,52,40,110000
"6671","10","3","3","5","5","85","F","1","L","L","L","L","L","L","L","L","53","5","15","5","6","537260","1","1","1","2","1","2","1","1","2","53","5","2",30,52,45,87900
"6672","03","1","1","2","4","93","F","1","L","L","L","L","L","L","L","L","22","2","15","7","7","226420","1","2","1","2","1","1","2","1","1","22","2","3",27,52,40,40000
"6673","17","2","4","1","5","98","M","2","L","L","L","L","L","L","L","L","11","1","15","7","4","116730","2","1","2","1","2","3","1","1","2","11","1","10",33,52,40,117000
"6674","10","3","4","1","1","98","M","2","L","L","L","L","L","L","L","L","11","1","16","2","1","116710","1","1","1","2","2","2","1","2","1","11","1","3",34,52,40,96000
"6675","10","3","3","6","5","98","M","1","L","L","L","L","L","L","L","L","54","5","15","4","4","547280","1","1","1","1","1","1","1","1","2","71","7","5",27,52,55,140000
"6676","10","3","3","1","5","98","F","1","L","L","L","L","L","L","L","L","41","4","15","3","3","419230","2","1","2","2","1","2","1","2","2","72","7","3",26,52,40,56000
"6677","17","2","3","1","5","93","F","2","L","L","L","L","L","L","L","L","32","3","16","3","3","328740","1","2","1","1","1","2","2","1","1","62","6","8",30,52,40,81000
"6678","10","3","5","4","5","88","F","3","L","L","L","L","L","L","L","L","33","3","19","3","3","338780","1","1","1","2","1","2","1","1","1","57","5","9",32,52,40,110000
"6679","10","3","6","3","5","90","F","1","L","L","L","L","L","L","L","L","61","6","16","3","3","617840","2","2","2","1","2","2","1","2","2","61","6","0",28,48,38,54000
"6680","11","3","4","3","5","90","M","2","L","L","L","L","L","L","L","L","12","1","15","5","3","128440","2","1","1","2","2","2","2","1","2","12","1","3",29,52,38,95000
"6681","03","1","4","1","3","90","M","2","Y","Y","Y","Y","Y","N","N","Y","11","1","18","8","2","116760","1","1","1","1","1","1","1","1","1","78","7","9",31,52,38,64360
"6682","03","1","1","1","1","90","F","2","L","L","L","L","L","L","L","L","52","5","15","5","4","527250","2","1","2","2","1","2","1","2","2","52","5","0",29,52,45,25000
"6683","10","3","3","5","5","90","M","1","L","L","L","L","L","L","L","L","56","5","17","4","3","567350","1","1","1","1","1","1","1","1","1","56","5","0",29,52,55,100000
"6684","10","3","4","7","1","97","M","1","L","L","L","L","L","L","L","L","11","1","15","5","7","116730","1","1","1","1","1","1","1","1","1","11","1","0",26,52,40,190000
"6685","17","2","5","3","5","91","M","2","L","L","L","L","L","L","L","L","56","5","15","4","4","567350","1","1","2","2","2","3","2","1","3","56","5","3",33,52,40,80000
"6686","13","3","6","3","1","91","M","1","L","L","L","L","L","L","L","L","61","6","15","4","4","617870","1","1","2","1","1","1","1","1","1","61","6","5",32,52,40,100000
"6687","10","3","3","6","5","91","M","2","L","L","L","L","L","L","L","L","55","5","15","2","3","557330","1","1","1","2","2","1","1","1","2","62","6","9",32,52,45,142000
"6688","10","3","3","4","5","92","M","2","L","L","L","L","L","L","L","L","11","1","16","5","4","116760","1","2","1","1","1","2","2","2","2","57","5","6",32,52,45,160000
"6689","10","3","4","1","1","91","M","1","L","L","L","L","L","L","L","L","11","1","L","1","1","116710","1","1","1","1","1","4","1","1","3","11","1","3",31,52,40,150000
"6690","10","3","3","3","5","91","M","2","L","L","L","L","L","L","L","L","75","7","15","3","7","759420","1","1","2","2","1","2","1","1","4","62","6","10",33,52,40,75000
"6691","10","3","1","3","5","90","F","2","L","L","L","L","L","L","L","L","21","2","15","2","2","216060","1","1","2","2","2","2","1","1","3","34","3","7",32,52,50,96000
"6692","10","3","3","5","3","93","F","2","L","L","L","L","L","L","L","L","11","1","18","5","5","116710","2","1","1","1","2","1","1","1","1","71","7","6",30,52,40,78000
"6693","14","2","6","1","5","91","F","2","L","L","L","L","L","L","L","L","61","6","27","3","3","617890","3","1","2","1","2","2","1","1","1","61","6","3",34,52,40,106000
"6694","10","3","4","7","1","91","M","2","L","L","L","L","L","L","L","L","54","5","L","4","1","547280","1","1","1","1","1","1","1","1","1","64","6","4",30,52,40,100000
"6695","18","3","1","3","5","91","F","3","L","L","L","L","L","L","L","L","43","4","15","6","5","438970","2","2","1","2","2","2","1","2","2","61","6","9",33,52,55,118000
"6696","10","3","4","5","4","91","M","2","L","L","L","L","L","L","L","L","54","5","15","4","4","547280","2","1","2","1","1","1","2","1","3","54","5","3",33,52,40,116700
"6697","10","3","3","3","5","91","M","1","L","L","L","L","L","L","L","L","56","5","15","4","4","567350","1","1","1","1","2","1","1","2","2","57","5","0",32,52,40,206300
"6698","10","3","3","6","5","91","M","2","L","L","L","L","L","L","L","L","55","5","16","4","4","557330","2","1","2","2","2","2","1","1","4","57","5","10",32,52,40,165000
"6699","10","3","4","5","1","91","F","2","L","L","L","L","L","L","L","L","32","3","15","3","3","328740","1","1","2","2","1","1","1","1","2","53","5","7",33,52,40,100000
"6700","01","1","2","5","4","91","F","1","L","L","L","L","L","L","L","L","71","7","16","2","4","716530","1","1","1","1","1","1","1","1","1","73","7","3",32,52,50,62000
"6701","17","2","3","1","5","90","M","2","Y","Y","N","N","N","N","N","Y","32","3","15","4","3","328760","2","1","2","1","1","2","1","1","2","32","3","4",27,52,40,57118
"6702","10","3","5","1","5","91","M","1","L","L","L","L","L","L","L","L","56","5","15","2","4","567350","1","1","1","1","1","1","1","1","1","56","5","1",35,52,40,145000
"6703","10","3","3","6","1","91","M","2","L","L","L","L","L","L","L","L","56","5","15","4","5","567350","2","3","1","2","3","2","4","4","1","64","6","5",27,52,40,50000
"6704","10","3","3","5","5","91","M","2","L","L","L","L","L","L","L","L","53","5","15","3","2","537260","1","1","2","2","1","2","1","1","1","53","5","10",32,52,41,100000
"6705","15","2","3","1","1","91","M","2","L","L","L","L","L","L","L","L","41","4","15","5","4","419230","2","1","4","2","2","3","1","1","3","72","7","10",35,50,40,75000
"6706","11","3","5","4","5","87","M","1","L","L","L","L","L","L","L","L","33","3","21","6","3","338780","2","2","1","1","1","2","1","2","1","12","1","4",31,52,40,135000
"6707","12","3","3","6","5","91","M","1","L","L","L","L","L","L","L","L","41","4","21","4","4","419230","1","1","1","1","2","1","1","1","1","76","7","2",28,52,40,40000
"6708","10","3","6","1","5","93","F","2","L","L","L","L","L","L","L","L","32","3","15","2","3","328740","2","1","2","1","2","1","1","1","2","32","3","6",34,52,40,80000
"6709","01","1","2","1","5","92","M","1","L","L","L","L","L","L","L","L","43","4","22","5","4","438960","2","2","2","1","2","2","2","1","2","63","6","0",30,36,45,48000
"6710","10","3","5","3","5","92","M","2","L","L","L","L","L","L","L","L","71","7","18","3","3","716530","1","1","2","1","1","2","1","1","1","11","1","3",32,52,40,135000
"6711","15","2","1","6","4","92","F","1","L","L","L","L","L","L","L","L","22","2","18","3","1","226410","1","1","1","1","2","1","1","1","1","64","6","5",32,52,40,36795
"6712","01","1","2","7","5","85","F","2","L","L","L","L","L","L","L","L","23","2","16","4","5","236800","2","1","2","1","1","1","2","1","1","63","6","5",32,52,50,60000
"6713","15","2","1","3","5","85","M","2","L","L","L","L","L","L","L","L","12","1","16","4","2","128440","2","1","2","1","1","2","1","1","1","61","6","2",34,52,40,60000
"6714","17","2","1","1","5","98","M","2","L","L","L","L","L","L","L","L","42","4","15","4","4","429270","1","2","1","2","1","1","1","2","1","41","4","7",30,52,40,112015
"6715","10","3","3","3","5","98","F","2","L","L","L","L","L","L","L","L","76","7","15","4","2","766900","1","1","2","2","1","2","1","1","1","62","6","3",33,52,45,83500
"6716","10","3","6","5","3","98","F","1","L","L","L","L","L","L","L","L","57","5","15","5","5","577240","1","1","1","1","1","1","1","1","2","11","1","0",26,52,45,141100
"6717","10","3","4","5","4","98","M","1","L","L","L","L","L","L","L","L","45","4","15","3","3","459240","2","1","1","1","3","2","1","1","4","11","1","4",29,52,40,142000
"6718","10","3","6","5","3","98","F","2","L","L","L","L","L","L","L","L","54","5","15","3","4","547270","2","1","2","1","1","2","1","1","2","64","6","4",35,52,40,138000
"6719","01","1","2","3","7","98","M","1","L","L","L","L","L","L","L","L","43","4","20","2","4","437040","1","1","1","1","1","1","1","1","1","73","7","3",27,43,8,49000
"6720","10","3","4","1","3","98","M","1","L","L","L","L","L","L","L","L","11","1","15","5","4","116730","1","1","2","2","1","2","1","1","1","11","1","1",29,52,40,120000
"6721","17","2","3","5","5","98","F","2","L","L","L","L","L","L","L","L","51","5","15","6","5","517210","1","1","2","2","1","2","1","1","1","51","5","10",32,52,40,176000
"6722","17","2","6","3","4","98","M","2","L","L","L","L","L","L","L","L","12","1","17","2","3","128420","2","1","1","1","1","1","2","1","2","11","1","9",34,52,42,140000
"6723","11","3","6","7","3","98","F","2","L","L","L","L","L","L","L","L","73","7","15","5","2","739100","1","1","1","1","2","1","1","1","1","75","7","3",32,52,40,68000
"6724","13","3","4","1","1","98","F","2","L","L","L","L","L","L","L","L","11","1","18","7","8","116760","1","1","1","1","1","1","1","1","3","12","1","10",35,52,40,129000
"6725","10","3","1","4","1","85","M","3","L","L","L","L","L","L","L","L","51","5","15","5","4","517210","1","1","2","2","2","2","1","2","2","11","1","9",34,52,40,105000
"6726","11","3","6","7","5","98","F","1","L","L","L","L","L","L","L","L","72","7","18","4","4","727100","1","2","1","1","2","1","1","1","1","75","7","3",29,52,37,47000
"6727","10","3","4","1","1","93","M","1","L","L","L","L","L","L","L","L","11","1","15","7","5","116730","1","1","1","2","2","1","1","1","2","11","1","3",25,52,40,180000
"6728","17","2","1","5","5","98","F","1","L","L","L","L","L","L","L","L","57","5","16","3","4","577410","1","1","1","1","1","1","1","1","1","57","5","0",26,52,50,92000
"6729","10","3","3","6","5","93","M","1","L","L","L","L","L","L","L","L","63","6","M","3","3","637520","1","1","1","1","2","1","1","1","3","64","6","4",29,52,48,204000
"6730","10","3","3","1","1","93","M","1","L","L","L","L","L","L","L","L","54","5","15","2","2","547280","1","1","1","1","1","1","1","1","2","54","5","4",28,52,48,180000
"6731","10","3","5","1","5","93","M","2","L","L","L","L","L","L","L","L","56","5","18","5","5","567350","3","1","2","2","1","3","1","2","2","56","5","7",30,52,40,115000
"6732","10","3","4","3","1","93","F","2","N","Y","N","N","N","N","N","Y","11","1","15","4","3","116730","3","1","3","1","1","3","1","1","2","11","1","6",28,52,50,200000
"6733","10","3","1","2","6","93","M","1","L","L","L","L","L","L","L","L","12","1","18","2","2","128430","1","2","1","2","2","2","1","2","1","64","6","4",28,52,41,115000
"6734","01","1","3","6","1","93","F","2","L","L","L","L","L","L","L","L","72","7","17","3","3","727030","2","1","1","2","2","2","2","1","1","75","7","5",34,40,40,105000
"6735","10","3","4","7","1","93","M","2","L","L","L","L","L","L","L","L","11","1","15","2","2","116760","1","1","1","1","1","1","1","1","1","11","1","7",31,52,40,200000
"6736","10","3","4","5","1","93","F","2","L","L","L","L","L","L","L","L","11","1","15","5","3","116760","2","1","2","1","1","2","1","1","2","11","1","4",29,52,40,90000
"6737","10","3","5","1","5","93","M","1","L","L","L","L","L","L","L","L","53","5","17","3","5","537260","1","2","1","3","1","1","1","1","2","53","5","4",27,52,45,65000
"6738","10","3","4","3","1","93","M","1","L","L","L","L","L","L","L","L","54","5","L","7","2","547270","1","2","1","1","1","2","1","1","1","11","1","0",27,52,48,148000
"6739","14","2","5","6","7","93","F","1","L","L","L","L","L","L","L","L","52","5","15","2","3","527250","1","1","1","1","2","2","1","2","3","52","5","5",28,52,40,107000
"6740","10","3","1","3","5","93","M","2","L","L","L","L","L","L","L","L","55","5","15","4","4","557330","3","2","2","4","1","3","2","1","3","56","5","9",32,52,50,169000
"6741","03","1","1","4","5","87","M","1","L","L","L","L","L","L","L","L","11","1","15","4","4","116710","3","2","1","1","2","2","3","2","1","43","4","4",30,52,52,38000
"6742","10","3","4","1","1","93","M","2","L","L","L","L","L","L","L","L","11","1","15","6","4","116730","1","1","1","1","1","1","1","1","1","11","1","9",31,52,40,200000
"6743","10","3","4","3","5","93","M","1","L","L","L","L","L","L","L","L","11","1","L","4","4","116730","3","2","2","3","1","3","1","1","3","11","1","1",30,52,40,200000
"6744","10","3","3","4","1","93","M","2","L","L","L","L","L","L","L","L","11","1","15","5","5","116730","1","1","1","1","4","1","1","1","4","57","5","4",30,52,40,159000
"6745","10","3","4","1","1","93","M","1","L","L","L","L","L","L","L","L","54","5","L","4","4","547270","1","2","1","1","1","1","2","1","1","11","1","5",30,52,40,185000
"6746","10","3","4","1","5","93","M","2","L","L","L","L","L","L","L","L","11","1","15","4","3","116730","2","1","1","1","2","2","2","2","2","11","1","3",34,52,40,190000
"6747","10","3","1","4","1","93","M","1","L","L","L","L","L","L","L","L","11","1","L","1","2","116730","1","1","2","2","2","2","1","2","2","11","1","0",28,52,40,282000
"6748","10","3","6","1","7","92","M","1","L","L","L","L","L","L","L","L","52","5","15","4","4","527250","1","1","2","1","1","1","1","1","3","52","5","2",28,52,45,83000
"6749","10","3","4","1","5","93","M","2","L","L","L","L","L","L","L","L","54","5","15","4","3","547280","3","1","2","2","1","3","1","1","2","54","5","4",31,52,50,144000
"6750","10","3","1","5","1","93","M","1","L","L","L","L","L","L","L","L","51","5","15","4","4","517210","2","1","3","3","2","3","1","2","3","51","5","0",25,52,40,98000
"6751","10","3","4","7","1","93","M","1","L","L","L","L","L","L","L","L","11","1","18","4","3","116710","1","2","1","2","1","3","2","1","1","11","1","2",28,52,40,90000
"6752","03","1","1","7","5","93","F","2","L","L","L","L","L","L","L","L","44","4","15","3","4","449290","1","1","1","1","2","1","1","1","1","44","4","4",27,40,20,20000
"6753","14","2","3","6","5","93","M","2","L","L","L","L","L","L","L","L","64","6","18","3","3","646100","1","1","1","1","2","1","1","1","1","57","5","10",34,52,50,100000
"6754","10","3","5","3","5","87","M","1","L","L","L","L","L","L","L","L","63","6","16","3","3","637530","2","1","1","3","2","3","1","1","4","56","5","2",31,52,43,100000
"6755","10","3","4","1","5","87","M","1","L","L","L","L","L","L","L","L","54","5","19","2","4","547270","1","1","1","2","2","1","1","1","2","11","1","3",26,52,40,78631
"6756","03","1","1","1","5","87","F","2","L","L","L","L","L","L","L","L","33","3","15","4","4","338780","1","2","1","2","2","2","3","2","1","33","3","7",29,52,40,30970
"6757","03","1","2","5","5","87","M","1","L","L","L","L","L","L","L","L","22","2","15","2","2","226410","2","1","2","2","1","2","1","1","1","28","2","4",32,52,40,56000
"6758","10","3","1","1","4","87","M","2","L","L","L","L","L","L","L","L","76","7","15","6","4","769950","1","1","2","2","1","2","2","1","3","76","7","3",30,52,40,94000
"6759","10","3","5","3","5","87","M","2","Y","N","N","N","N","N","N","N","55","5","18","1","1","557330","1","1","2","1","2","1","1","1","2","55","5","5",34,52,40,94000
"6760","10","3","6","3","5","87","F","1","L","L","L","L","L","L","L","L","76","7","15","3","3","766820","1","1","1","1","2","4","1","2","2","78","7","5",28,52,40,54000
"6761","01","1","2","7","3","87","F","1","L","L","L","L","L","L","L","L","73","7","15","2","3","739100","1","1","2","1","2","3","1","1","2","75","7","0",31,52,40,45000
"6762","10","3","3","3","5","87","M","1","L","L","L","L","L","L","L","L","57","5","18","4","5","577290","3","1","1","2","2","2","1","1","2","11","1","5",29,52,40,80000
"6763","10","3","3","5","5","87","F","2","L","L","L","L","L","L","L","L","71","7","18","4","5","716530","1","1","1","1","1","2","1","2","1","62","6","1",29,52,42,90000
"6764","01","1","2","4","4","96","F","1","L","L","L","L","L","L","L","L","63","6","17","2","3","636720","1","1","1","1","1","1","1","1","1","63","6","5",35,52,30,33000
"6765","04","1","1","2","1","90","M","3","L","L","L","L","L","L","L","L","22","2","L","1","1","226400","1","1","2","2","1","2","1","2","1","22","2","7",34,52,40,56712
"6766","03","1","2","1","3","90","M","2","L","L","L","L","L","L","L","L","12","1","15","8","3","128420","2","1","2","2","2","2","1","1","2","18","1","4",30,52,30,20000
"6767","10","3","1","3","3","90","M","2","L","L","L","L","L","L","L","L","57","5","18","5","5","577410","1","1","3","3","1","3","1","1","2","56","5","0",28,52,40,95000
